Asset1,Asset2,Cat1,Cat2,Intra_Inter,Corr_Static,Mean_1M,Std_1M,Min_1M,Max_1M,Range_1M,Mean_3M,Std_3M,Min_3M,Max_3M,Range_3M,Mean_6M,Std_6M,Min_6M,Max_6M,Range_6M,AbsCorr_Static,Stability,Stability_empirique,Score_Corr,Score_Stab,Score_Total
WTI_CRUDE,VIX,Commodites,Indices,Inter,-0.198,-0.1799,0.2817,-0.8806,0.6978,1.5783,-0.189,0.21,-0.6916,0.3838,1.0755,-0.192,0.1609,-0.5873,0.2656,0.8529,0.198,Moderate,Unstable,0.46599199811720404,0.5013428827215757,0.4801323519589527
SILVER,ASX200,Commodites,Indices,Inter,0.0973,0.0604,0.2255,-0.6651,0.6961,1.3611,0.063,0.1309,-0.3055,0.4913,0.7968,0.0709,0.0878,-0.1564,0.3833,0.5398,0.0973,Stable,Stable,0.22899505766062603,0.8554162936436884,0.47956355205385104
AUDUSD,PLATINUM,FX_G10,Commodites,Inter,0.1085,0.0787,0.22,-0.56,0.7215,1.2815,0.0939,0.1409,-0.2724,0.4652,0.7376,0.1021,0.1077,-0.2123,0.3879,0.6002,0.1085,Stable,Stable,0.2553542009884679,0.8106535362578335,0.47747393509621416
LEAD,USDNOK,Commodites,FX_G10,Inter,-0.1065,-0.0946,0.2335,-0.752,0.6198,1.3718,-0.1072,0.1397,-0.4407,0.2222,0.6629,-0.1104,0.1056,-0.3667,0.1656,0.5324,0.1065,Stable,Stable,0.25064721110849614,0.8160250671441361,0.4767983535227521
G_GILT,BRENT_CRUDE,Bonds,Commodites,Inter,-0.1028,-0.1293,0.2278,-0.7581,0.4968,1.2549,-0.1309,0.1383,-0.5333,0.2221,0.7554,-0.1226,0.0973,-0.3838,0.1497,0.5335,0.1028,Stable,Stable,0.24193927983054836,0.8222918531781558,0.4740803091695914
LEAD,GBPUSD,Commodites,FX_G10,Inter,0.0914,0.0808,0.2157,-0.6011,0.6578,1.2589,0.089,0.1294,-0.2333,0.4585,0.6918,0.093,0.0942,-0.1446,0.3759,0.5205,0.0914,Stable,Stable,0.21510943751470935,0.8621307072515667,0.4739179454094523
LEAD,NASDAQ100,Commodites,Indices,Inter,0.0899,0.1073,0.2306,-0.4976,0.7869,1.2846,0.1108,0.1286,-0.2256,0.4282,0.6539,0.1103,0.0922,-0.147,0.3205,0.4675,0.0899,Stable,Stable,0.2115791951047305,0.8657117278424351,0.4732322081998124
G_GILT,USDJPY,Bonds,FX_G10,Inter,-0.0716,-0.0573,0.202,-0.6551,0.4984,1.1536,-0.0644,0.1142,-0.4306,0.2287,0.6593,-0.0657,0.0864,-0.3213,0.1329,0.4542,0.0716,Stable,Stable,0.16851023770298892,0.9301700984780662,0.47317418201301986
AUDJPY,CAC40,FX_G10,Indices,Inter,0.1658,0.1064,0.2543,-0.6271,0.9034,1.5305,0.1234,0.1898,-0.3435,0.7469,1.0904,0.1499,0.1532,-0.1692,0.6253,0.7945,0.1658,Moderate,Unstable,0.39020946104965876,0.5917636526410027,0.47083113768619633
LEAD,SP500,Commodites,Indices,Inter,0.0986,0.1216,0.2364,-0.6134,0.7649,1.3783,0.1294,0.1379,-0.2598,0.5037,0.7636,0.1297,0.0976,-0.1461,0.3742,0.5203,0.0986,Stable,Stable,0.23205460108260767,0.82408236347359,0.4688657060390006
AUDUSD,FTSE100,FX_G10,Indices,Inter,0.1141,0.0827,0.2354,-0.5925,0.7655,1.3581,0.1037,0.1502,-0.2697,0.6572,0.927,0.1169,0.1213,-0.1695,0.5434,0.713,0.1141,Moderate,Moderate,0.26853377265238876,0.7690241718889883,0.46872993234702864
BRENT_CRUDE,HANGSENG,Commodites,Indices,Inter,0.1237,0.0921,0.2513,-0.6542,0.7808,1.435,0.103,0.1589,-0.4084,0.6311,1.0396,0.1163,0.111,-0.2303,0.5295,0.7598,0.1237,Moderate,Moderate,0.29112732407625325,0.7300805729632944,0.46670862363106974
BRENT_CRUDE,DAX,Commodites,Indices,Inter,0.2005,0.1487,0.288,-0.7067,0.8521,1.5588,0.1604,0.2199,-0.482,0.7157,1.1977,0.1676,0.1803,-0.2494,0.6368,0.8862,0.2005,Moderate,Unstable,0.47187573546716877,0.4570277529095792,0.46593654244413296
TY_US10Y,WTI_CRUDE,Bonds,Commodites,Inter,-0.1565,-0.1903,0.2632,-0.8611,0.6647,1.5258,-0.1899,0.1864,-0.6373,0.3219,0.9592,-0.187,0.1417,-0.5109,0.1279,0.6388,0.1565,Moderate,Unstable,0.36832195810779006,0.6069829901521933,0.46378637092555136
GBPUSD,NIKKEI225,FX_G10,Indices,Inter,0.1439,0.1313,0.2722,-0.6143,0.8999,1.5142,0.1412,0.1769,-0.34,0.5679,0.9079,0.1469,0.1341,-0.141,0.4696,0.6105,0.1439,Moderate,Unstable,0.338667921863968,0.6495076096687555,0.463003796985883
EURUSD,HANGSENG,FX_G10,Indices,Inter,0.1341,0.1287,0.2674,-0.7252,0.8367,1.5619,0.1367,0.1694,-0.339,0.5747,0.9137,0.1343,0.1255,-0.1753,0.3872,0.5625,0.1341,Moderate,Unstable,0.3156036714521064,0.6830796777081468,0.46259407395452257
PLATINUM,USDCAD,Commodites,FX_G10,Inter,-0.0951,-0.0858,0.2325,-0.7525,0.7155,1.468,-0.0939,0.1388,-0.5221,0.2789,0.801,-0.0969,0.1068,-0.3523,0.2122,0.5644,0.0951,Stable,Stable,0.2238173687926571,0.820053715308863,0.46231190739913947
EURGBP,NIKKEI225,FX_G10,Indices,Inter,-0.1336,-0.1358,0.2625,-0.7626,0.5473,1.3098,-0.1417,0.1693,-0.548,0.4007,0.9487,-0.1464,0.1247,-0.4423,0.2547,0.697,0.1336,Moderate,Unstable,0.3144269239821134,0.6835273052820053,0.46206707650207024
ZINC,NZDUSD,Commodites,FX_G10,Inter,0.1132,0.0895,0.2334,-0.6621,0.7565,1.4185,0.0898,0.1536,-0.3873,0.4829,0.8701,0.0911,0.1269,-0.2031,0.396,0.5991,0.1132,Moderate,Moderate,0.2664156272064015,0.7538048343777977,0.46137131007495996
SILVER,NASDAQ100,Commodites,Indices,Inter,0.1484,0.1013,0.2577,-0.5726,0.7128,1.2854,0.1073,0.1814,-0.3622,0.5562,0.9184,0.1129,0.1533,-0.3261,0.4387,0.7647,0.1484,Moderate,Unstable,0.34925864909390447,0.6293643688451208,0.461300936994391
LEAD,EURUSD,Commodites,FX_G10,Inter,0.0725,0.078,0.2175,-0.6273,0.6957,1.323,0.0789,0.1217,-0.3177,0.4116,0.7292,0.079,0.0914,-0.1258,0.35,0.4758,0.0725,Stable,Stable,0.17062838314897621,0.896598030438675,0.46101624206485575
AUDJPY,PLATINUM,FX_G10,Commodites,Inter,0.076,0.0397,0.2176,-0.6102,0.6391,1.2493,0.0555,0.1261,-0.2788,0.3694,0.6483,0.0621,0.0943,-0.1633,0.3002,0.4635,0.076,Stable,Stable,0.1788656154389268,0.8769024171888988,0.45808033613891563
AUDUSD,DAX,FX_G10,Indices,Inter,0.1145,0.091,0.2403,-0.652,0.6819,1.334,0.1009,0.1566,-0.3443,0.4843,0.8285,0.1107,0.1193,-0.1718,0.3908,0.5626,0.1145,Moderate,Moderate,0.26947517062838316,0.7403760071620412,0.45783550524184635
LEAD,AUDUSD,Commodites,FX_G10,Inter,0.1212,0.0982,0.2382,-0.612,0.7241,1.3361,0.1099,0.1621,-0.3722,0.473,0.8452,0.1151,0.1229,-0.2755,0.3981,0.6735,0.1212,Moderate,Moderate,0.2852435867262885,0.7157564905998209,0.4574487482757015
LEAD,DOWJONES,Commodites,Indices,Inter,0.0922,0.1155,0.2324,-0.7013,0.754,1.4552,0.1227,0.1394,-0.2796,0.4775,0.7571,0.1227,0.0968,-0.149,0.3451,0.4941,0.0922,Stable,Stable,0.21699223346669805,0.8173679498657117,0.4571425200263035
SILVER,RUSSELL2000,Commodites,Indices,Inter,0.1798,0.1201,0.2808,-0.7322,0.8508,1.583,0.1281,0.2088,-0.373,0.6143,0.9873,0.1338,0.172,-0.3532,0.5048,0.858,0.1798,Moderate,Unstable,0.423158390209461,0.5067144136078782,0.4565807995688279
OAT_FRANCE,HANGSENG,Bonds,Indices,Inter,-0.0676,-0.0901,0.2246,-0.6837,0.625,1.3087,-0.0834,0.1204,-0.5075,0.3027,0.8102,-0.0831,0.0855,-0.3301,0.1241,0.4541,0.0676,Stable,Stable,0.1590962579430454,0.9024171888988362,0.45642463032536174
USDNOK,FTSE100,FX_G10,Indices,Inter,-0.089,-0.0257,0.2314,-0.7071,0.6666,1.3737,-0.049,0.1373,-0.4764,0.3685,0.8449,-0.0588,0.1021,-0.391,0.1828,0.5738,0.089,Stable,Stable,0.20946104965874324,0.8267681289167412,0.4563838813619424
OAT_FRANCE,BRENT_CRUDE,Bonds,Commodites,Inter,-0.1033,-0.1278,0.2367,-0.8924,0.6287,1.5212,-0.1246,0.1486,-0.6538,0.4337,1.0874,-0.1173,0.1025,-0.3806,0.1881,0.5688,0.1033,Stable,Moderate,0.2431160273005413,0.7761862130707251,0.4563441016086148
NZDUSD,PLATINUM,FX_G10,Commodites,Inter,0.0946,0.0822,0.221,-0.5448,0.7315,1.2763,0.0874,0.142,-0.3127,0.5774,0.8901,0.0911,0.1051,-0.2043,0.3563,0.5606,0.0946,Stable,Moderate,0.22264062132266416,0.8057296329453895,0.45587622597175426
USDCAD,FTSE100,FX_G10,Indices,Inter,-0.0894,-0.0854,0.2403,-0.7562,0.642,1.3982,-0.0994,0.1381,-0.5506,0.2403,0.791,-0.1018,0.105,-0.4142,0.1515,0.5657,0.0894,Stable,Stable,0.21040244763473756,0.8231871083258728,0.4555163119111917
USDNOK,EUROSTOXX50,FX_G10,Indices,Inter,-0.0914,-0.0476,0.2344,-0.6563,0.6907,1.3471,-0.0563,0.1402,-0.4672,0.3773,0.8445,-0.061,0.0946,-0.416,0.1457,0.5617,0.0914,Stable,Stable,0.21510943751470935,0.8137869292748434,0.45458043421876293
SILVER,SP500,Commodites,Indices,Inter,0.1612,0.1103,0.2697,-0.7383,0.7754,1.5136,0.1169,0.1953,-0.4013,0.5815,0.9827,0.1216,0.1633,-0.3533,0.4854,0.8387,0.1612,Moderate,Unstable,0.3793833843257237,0.5671441360787824,0.4544876850269472
TY_US10Y,SILVER,Bonds,Commodites,Inter,0.1633,0.1902,0.265,-0.6252,0.862,1.4871,0.1875,0.1972,-0.42,0.6042,1.0242,0.1827,0.1747,-0.3052,0.551,0.8562,0.1633,Moderate,Unstable,0.38432572369969403,0.5586392121754701,0.45405111909000445
AUDUSD,ASX200,FX_G10,Indices,Inter,0.2032,0.1489,0.3008,-0.6577,0.8164,1.474,0.1645,0.2291,-0.4623,0.6571,1.1194,0.1828,0.1864,-0.2241,0.5595,0.7836,0.2032,Moderate,Unstable,0.4782301718051306,0.4158460161145927,0.45327650952891546
EURCHF,NIKKEI225,FX_G10,Indices,Inter,0.1433,0.1514,0.2645,-0.595,0.8222,1.4172,0.168,0.1834,-0.3572,0.6274,0.9846,0.1764,0.1646,-0.1921,0.5314,0.7235,0.1433,Moderate,Unstable,0.33725582489997646,0.6204118173679498,0.45051822188716584
ZINC,AUDUSD,Commodites,FX_G10,Inter,0.109,0.0783,0.2423,-0.591,0.7224,1.3134,0.0857,0.1572,-0.3895,0.4518,0.8413,0.0912,0.1209,-0.2119,0.3912,0.603,0.109,Moderate,Moderate,0.2565309484584608,0.7376902417188899,0.44899466576263247
TY_US10Y,NIKKEI225,Bonds,Indices,Inter,-0.0817,-0.0849,0.245,-0.7415,0.6762,1.4176,-0.0928,0.1361,-0.455,0.3538,0.8088,-0.0946,0.0947,-0.3766,0.1924,0.569,0.0817,Stable,Stable,0.1922805365968463,0.8321396598030438,0.44822418587932533
USDNOK,DAX,FX_G10,Indices,Inter,-0.0885,-0.0479,0.2365,-0.6401,0.654,1.2942,-0.0553,0.1415,-0.4798,0.3548,0.8345,-0.058,0.0947,-0.429,0.196,0.625,0.0885,Stable,Moderate,0.20828430218875027,0.8079677708146822,0.44815768963912306
AUDUSD,EUROSTOXX50,FX_G10,Indices,Inter,0.1088,0.0894,0.242,-0.6442,0.7125,1.3567,0.1005,0.1582,-0.3288,0.5119,0.8407,0.1115,0.1177,-0.1738,0.3991,0.5728,0.1088,Moderate,Moderate,0.25606024947046363,0.7332139659803043,0.4469217360743999
COPPER,USDSEK,Commodites,FX_G10,Inter,-0.0744,-0.052,0.2295,-0.6148,0.6138,1.2285,-0.0603,0.1311,-0.363,0.3443,0.7073,-0.0605,0.093,-0.3323,0.1924,0.5247,0.0744,Stable,Stable,0.17510002353494938,0.8545210384959714,0.44686842951935823
BRENT_CRUDE,USDCAD,Commodites,FX_G10,Inter,-0.0676,-0.0456,0.2244,-0.799,0.6979,1.497,-0.059,0.1259,-0.6904,0.2686,0.959,-0.0613,0.0872,-0.4614,0.1911,0.6526,0.0676,Stable,Stable,0.1590962579430454,0.8777976723366159,0.44657682370047364
AUDUSD,COPPER,FX_G10,Commodites,Inter,0.0933,0.0517,0.2297,-0.5809,0.6886,1.2695,0.0708,0.1463,-0.3721,0.4548,0.827,0.0809,0.1055,-0.2068,0.3586,0.5653,0.0933,Stable,Moderate,0.2195810779006825,0.7864816472694718,0.44634130564819824
AUDUSD,CAC40,FX_G10,Indices,Inter,0.1087,0.0853,0.2403,-0.6162,0.7348,1.351,0.0981,0.1585,-0.3397,0.5367,0.8765,0.1093,0.1232,-0.1923,0.4077,0.6001,0.1087,Moderate,Moderate,0.25582489997646507,0.7318710832587287,0.4462433732893705
OAT_FRANCE,USDJPY,Bonds,FX_G10,Inter,-0.0638,-0.0384,0.2124,-0.6493,0.627,1.2763,-0.0459,0.1235,-0.4088,0.359,0.7678,-0.0553,0.1,-0.3018,0.249,0.5508,0.0638,Stable,Stable,0.15015297717109907,0.8885407341092211,0.4455080799463479
NAT_GAS,SP500,Commodites,Indices,Inter,0.0821,0.0478,0.2277,-0.6299,0.7006,1.3305,0.0533,0.1384,-0.3659,0.364,0.7299,0.0601,0.1063,-0.2054,0.3005,0.5059,0.0821,Stable,Stable,0.19322193457284068,0.8218442256042973,0.44467085098542336
COPPER,NZDUSD,Commodites,FX_G10,Inter,0.0811,0.0506,0.2298,-0.6509,0.7241,1.3751,0.0589,0.1386,-0.3649,0.4226,0.7875,0.0643,0.103,-0.193,0.3126,0.5056,0.0811,Stable,Stable,0.1908684396328548,0.8209489704565801,0.44290065196234496
BRENT_CRUDE,NIKKEI225,Commodites,Indices,Inter,0.0915,0.0754,0.2379,-0.5827,0.7517,1.3344,0.0827,0.1469,-0.3151,0.6483,0.9634,0.088,0.0924,-0.2251,0.5719,0.797,0.0915,Stable,Moderate,0.21534478700870793,0.7837958818263204,0.44272522493575295
WTI_CRUDE,HANGSENG,Commodites,Indices,Inter,0.1044,0.0875,0.2471,-0.5773,0.7957,1.373,0.1009,0.1571,-0.3402,0.63,0.9702,0.1121,0.1087,-0.1919,0.5299,0.7219,0.1044,Moderate,Moderate,0.2457048717345258,0.7381378692927485,0.4426780707578149
COPPER,USDNOK,Commodites,FX_G10,Inter,-0.07,-0.0529,0.2206,-0.6734,0.597,1.2704,-0.0629,0.1305,-0.4093,0.337,0.7464,-0.0626,0.0893,-0.2589,0.2115,0.4704,0.07,Stable,Stable,0.16474464579901155,0.8572068039391226,0.44172950905505604
LEAD,NIKKEI225,Commodites,Indices,Inter,0.1019,0.0795,0.2355,-0.6232,0.707,1.3302,0.0862,0.1557,-0.3383,0.5577,0.896,0.0968,0.1157,-0.1346,0.4066,0.5412,0.1019,Moderate,Moderate,0.2398211343845611,0.744404655326768,0.4416545427614439
COPPER,USDCAD,Commodites,FX_G10,Inter,-0.0719,-0.0526,0.224,-0.7609,0.7231,1.484,-0.0596,0.1324,-0.4284,0.3075,0.7359,-0.058,0.0973,-0.3531,0.155,0.5081,0.0719,Stable,Stable,0.16921628618498472,0.8487018800358103,0.44101052372531496
NZDUSD,FTSE100,FX_G10,Indices,Inter,0.0871,0.0654,0.2426,-0.6069,0.7121,1.319,0.0764,0.1448,-0.2641,0.5792,0.8432,0.0855,0.1165,-0.1954,0.458,0.6534,0.0871,Stable,Moderate,0.20498940927277007,0.79319606087735,0.44027206991460205
LEAD,USDCHF,Commodites,FX_G10,Inter,-0.0759,-0.0643,0.225,-0.6845,0.5819,1.2664,-0.0609,0.1363,-0.4023,0.413,0.8152,-0.056,0.1055,-0.2679,0.2315,0.4994,0.0759,Stable,Stable,0.1786302659449282,0.8312444046553267,0.4396759214290876
AUDJPY,SILVER,FX_G10,Commodites,Inter,0.0543,0.0313,0.2126,-0.5704,0.6963,1.2668,0.0368,0.1201,-0.2409,0.456,0.6969,0.042,0.0919,-0.1786,0.2911,0.4697,0.0543,Stable,Stable,0.12779477524123323,0.9037600716204118,0.4381808937929047
AUDUSD,SILVER,FX_G10,Commodites,Inter,0.0779,0.0551,0.2281,-0.6517,0.6721,1.3238,0.0691,0.1388,-0.247,0.5215,0.7685,0.0722,0.0988,-0.1303,0.4123,0.5425,0.0779,Stable,Stable,0.18333725582489996,0.820053715308863,0.4380238396184852
RX_BUND,HANGSENG,Bonds,Indices,Inter,-0.0813,-0.1176,0.2366,-0.8314,0.6458,1.4772,-0.1034,0.1422,-0.5924,0.3964,0.9887,-0.1017,0.0966,-0.3047,0.2617,0.5664,0.0813,Stable,Moderate,0.19133913862085195,0.8048343777976723,0.4367372342915801
WTI_CRUDE,DAX,Commodites,Indices,Inter,0.1781,0.1439,0.2878,-0.7037,0.8731,1.5768,0.1533,0.2186,-0.4516,0.7527,1.2043,0.1595,0.1759,-0.2799,0.6007,0.8807,0.1781,Moderate,Unstable,0.4191574488114851,0.46284691136974043,0.43663323383478725
NZDUSD,DAX,FX_G10,Indices,Inter,0.089,0.0813,0.2424,-0.651,0.7285,1.3795,0.0831,0.1485,-0.3786,0.4172,0.7958,0.0871,0.1158,-0.2204,0.3224,0.5429,0.089,Stable,Moderate,0.20946104965874324,0.7766338406445837,0.4363301660530795
USDCAD,CAC40,FX_G10,Indices,Inter,-0.0871,-0.0792,0.2434,-0.7209,0.7774,1.4983,-0.0881,0.1471,-0.576,0.339,0.9149,-0.0932,0.1089,-0.4082,0.2039,0.6121,0.0871,Stable,Moderate,0.20498940927277007,0.7829006266786034,0.4361538962351034
RX_BUND,USDJPY,Bonds,FX_G10,Inter,-0.0721,-0.0486,0.2185,-0.7579,0.6227,1.3806,-0.0612,0.1362,-0.5906,0.3452,0.9359,-0.0667,0.102,-0.3832,0.2246,0.6078,0.0721,Stable,Stable,0.16968698517298186,0.8316920322291854,0.4344890039954633
PLATINUM,NIKKEI225,Commodites,Indices,Inter,0.124,0.0575,0.2567,-0.572,0.7223,1.2944,0.0642,0.1772,-0.3075,0.6439,0.9514,0.0782,0.1558,-0.2276,0.5657,0.7933,0.124,Moderate,Unstable,0.291833372558249,0.64816472694718,0.43436591431382143
ZINC,USDSEK,Commodites,FX_G10,Inter,-0.0709,-0.0595,0.2257,-0.689,0.6853,1.3742,-0.0611,0.1356,-0.4122,0.4186,0.8308,-0.0598,0.1028,-0.3309,0.2279,0.5587,0.0709,Stable,Stable,0.16686279124499884,0.8343777976723366,0.4338687938159339
ZINC,GBPUSD,Commodites,FX_G10,Inter,0.084,0.0652,0.2255,-0.6936,0.7988,1.4924,0.0701,0.146,-0.425,0.4531,0.8781,0.0712,0.1092,-0.2368,0.3141,0.5509,0.084,Stable,Moderate,0.19769357495881384,0.7878245299910475,0.43374595697170726
EURUSD,COPPER,FX_G10,Commodites,Inter,0.0652,0.0506,0.2309,-0.6835,0.6902,1.3736,0.0571,0.1314,-0.4369,0.3734,0.8104,0.0555,0.0916,-0.3105,0.2634,0.5739,0.0652,Stable,Stable,0.1534478700870793,0.8531781557743957,0.4333399843620059
ZINC,AUDJPY,Commodites,FX_G10,Inter,0.0775,0.0587,0.2338,-0.5582,0.7661,1.3243,0.0694,0.1414,-0.2704,0.445,0.7154,0.0794,0.105,-0.1313,0.3125,0.4439,0.0775,Stable,Stable,0.18239585784890563,0.8084153983885407,0.43280367406475967
NZDUSD,CAC40,FX_G10,Indices,Inter,0.0865,0.0789,0.2415,-0.6088,0.7538,1.3626,0.0843,0.149,-0.3554,0.4477,0.8032,0.0891,0.1161,-0.2335,0.3558,0.5893,0.0865,Stable,Moderate,0.2035773123087785,0.774395702775291,0.43190466849538356
G_GILT,WTI_CRUDE,Bonds,Commodites,Inter,-0.0889,-0.1299,0.2339,-0.8265,0.5235,1.35,-0.1299,0.1516,-0.5704,0.2978,0.8682,-0.1204,0.1098,-0.4064,0.1472,0.5535,0.0889,Moderate,Moderate,0.20922570016474465,0.7627573858549686,0.4306383744408342
GBPJPY,EUROSTOXX50,FX_G10,Indices,Inter,0.1111,0.0613,0.2384,-0.649,0.8645,1.5135,0.0847,0.1692,-0.4069,0.68,1.087,0.1009,0.1336,-0.2253,0.5701,0.7954,0.1111,Moderate,Unstable,0.2614732878324312,0.683974932855864,0.4304739458418043
GBPJPY,DAX,FX_G10,Indices,Inter,0.1203,0.071,0.2505,-0.6088,0.8466,1.4554,0.0914,0.1765,-0.4483,0.6549,1.1032,0.1096,0.1332,-0.2303,0.4991,0.7295,0.1203,Moderate,Unstable,0.28312544128030126,0.6512981199641898,0.43039451275385665
AUDJPY,COPPER,FX_G10,Commodites,Inter,0.0732,0.0334,0.2269,-0.5974,0.715,1.3123,0.0523,0.1395,-0.2844,0.4653,0.7497,0.0664,0.0943,-0.2077,0.3662,0.5739,0.0732,Stable,Stable,0.17227582960696636,0.8169203222918531,0.43013362668092103
NZDUSD,EUROSTOXX50,FX_G10,Indices,Inter,0.0836,0.0821,0.2396,-0.6203,0.7168,1.3371,0.086,0.1478,-0.3554,0.4292,0.7846,0.0907,0.1122,-0.2191,0.3188,0.5379,0.0836,Stable,Moderate,0.19675217698281947,0.7797672336615936,0.42995819965432913
TY_US10Y,FTSE100,Bonds,Indices,Inter,-0.1969,-0.1645,0.3079,-0.8442,0.6209,1.4651,-0.1854,0.2372,-0.6356,0.4239,1.0595,-0.1975,0.1916,-0.5299,0.2703,0.8002,0.1969,Moderate,Unstable,0.46340315368321955,0.3795881826320502,0.42987716526275177
OAT_FRANCE,WTI_CRUDE,Bonds,Commodites,Inter,-0.0951,-0.1315,0.2427,-0.8879,0.7112,1.5991,-0.1266,0.157,-0.6703,0.4662,1.1366,-0.1191,0.1031,-0.4149,0.1974,0.6123,0.0951,Moderate,Moderate,0.2238173687926571,0.738585496866607,0.4297246200222371
NAT_GAS,NASDAQ100,Commodites,Indices,Inter,0.0596,0.0294,0.2196,-0.5599,0.662,1.2219,0.0336,0.1292,-0.3031,0.3642,0.6673,0.0397,0.0958,-0.1625,0.2748,0.4373,0.0596,Stable,Stable,0.14026829842315838,0.8630259623992838,0.42937136401360854
NAT_GAS,CAC40,Commodites,Indices,Inter,0.0455,0.0286,0.2174,-0.6146,0.5948,1.2094,0.0366,0.1202,-0.299,0.3657,0.6647,0.036,0.0859,-0.171,0.3064,0.4774,0.0455,Stable,Stable,0.1070840197693575,0.9033124440465532,0.4255753894802358
EURJPY,NAT_GAS,FX_G10,Commodites,Inter,0.0371,0.0354,0.2174,-0.7051,0.6451,1.3502,0.0327,0.1136,-0.3695,0.3564,0.7259,0.0315,0.0639,-0.1942,0.2704,0.4646,0.0371,Stable,Stable,0.08731466227347612,0.9328558639212174,0.4255311429325727
EURGBP,HANGSENG,FX_G10,Indices,Inter,-0.0652,-0.046,0.2402,-0.7248,0.7267,1.4515,-0.0538,0.1359,-0.3921,0.4263,0.8184,-0.0617,0.101,-0.3728,0.2627,0.6354,0.0652,Stable,Stable,0.1534478700870793,0.833034914950761,0.425282688032552
GBPUSD,ASX200,FX_G10,Indices,Inter,0.1315,0.1139,0.2613,-0.6808,0.7347,1.4155,0.1228,0.1882,-0.3928,0.5617,0.9545,0.1311,0.1524,-0.2414,0.4982,0.7396,0.1315,Moderate,Unstable,0.3094845846081431,0.5989256938227394,0.4252610282939816
GOLD,USDCAD,Commodites,FX_G10,Inter,-0.0616,-0.0551,0.2321,-0.7372,0.5939,1.3311,-0.0606,0.134,-0.5207,0.2978,0.8186,-0.0589,0.0969,-0.3131,0.1838,0.4968,0.0616,Stable,Stable,0.14497528830313014,0.8415398388540734,0.42360110852350746
TY_US10Y,CAC40,Bonds,Indices,Inter,-0.1966,-0.1993,0.3236,-0.8621,0.6253,1.4874,-0.2175,0.2407,-0.67,0.3806,1.0506,-0.2264,0.1972,-0.5771,0.3634,0.9404,0.1966,Moderate,Unstable,0.4626971052012238,0.3639212175470009,0.42318675013953466
G_GILT,USDSEK,Bonds,FX_G10,Inter,-0.0756,-0.0284,0.2291,-0.6995,0.6835,1.383,-0.0354,0.1453,-0.4822,0.3159,0.7981,-0.0453,0.1179,-0.3242,0.2585,0.5828,0.0756,Stable,Moderate,0.17792421746293247,0.7909579230080572,0.42313769968098236
USDCAD,DAX,FX_G10,Indices,Inter,-0.0769,-0.0747,0.2444,-0.7255,0.6404,1.366,-0.0816,0.1467,-0.5655,0.4555,1.021,-0.0874,0.1077,-0.411,0.2766,0.6877,0.0769,Stable,Moderate,0.18098376088491408,0.7846911369740376,0.4224667113205635
LEAD,AUDJPY,Commodites,FX_G10,Inter,0.0949,0.0697,0.2317,-0.6498,0.6433,1.2931,0.0857,0.1611,-0.3814,0.452,0.8333,0.0961,0.1174,-0.2364,0.3715,0.6079,0.0949,Moderate,Moderate,0.22334666980465992,0.7202327663384065,0.42210110841815857
ZINC,GBPJPY,Commodites,FX_G10,Inter,0.0532,0.0434,0.2203,-0.6067,0.7037,1.3104,0.0543,0.1283,-0.2835,0.4287,0.7123,0.0594,0.0885,-0.1546,0.3174,0.472,0.0532,Stable,Stable,0.12520593080724876,0.8670546105640107,0.42194540270995357
EURJPY,COPPER,FX_G10,Commodites,Inter,0.0441,0.025,0.2305,-0.6899,0.7345,1.4244,0.039,0.1215,-0.3194,0.3896,0.709,0.0425,0.0758,-0.1398,0.2541,0.3939,0.0441,Stable,Stable,0.10378912685337727,0.8974932855863921,0.4212707903465832
LEAD,EURJPY,Commodites,FX_G10,Inter,0.0465,0.0447,0.2175,-0.6386,0.6722,1.3108,0.0506,0.1235,-0.3721,0.4314,0.8035,0.0546,0.0798,-0.2368,0.3471,0.5839,0.0465,Stable,Stable,0.10943751470934338,0.8885407341092211,0.42107880246929447
EURUSD,GOLD,FX_G10,Commodites,Inter,0.0574,0.0308,0.2343,-0.7428,0.8083,1.5511,0.0449,0.1322,-0.3884,0.4205,0.8089,0.0493,0.0896,-0.2472,0.2337,0.4809,0.0574,Stable,Stable,0.13509060955518945,0.8495971351835272,0.4208932198065246
NAT_GAS,USDNOK,Commodites,FX_G10,Inter,-0.0139,-0.02,0.2084,-0.6134,0.7409,1.3544,-0.0272,0.0986,-0.2987,0.3002,0.599,-0.0259,0.0622,-0.2177,0.1575,0.3753,0.0139,Stable,Stable,0.03271357966580372,1.0,0.41962814779948227
GBPUSD,COPPER,FX_G10,Commodites,Inter,0.0533,0.0369,0.2212,-0.5821,0.7458,1.3279,0.0454,0.1299,-0.3443,0.4556,0.7999,0.0447,0.0891,-0.224,0.2486,0.4726,0.0533,Stable,Stable,0.12544128030124735,0.859892569382274,0.419221795933658
USDCAD,EUROSTOXX50,FX_G10,Indices,Inter,-0.08,-0.0749,0.2491,-0.7185,0.8002,1.5187,-0.0839,0.151,-0.5462,0.4273,0.9735,-0.0905,0.1086,-0.3967,0.2263,0.623,0.08,Moderate,Moderate,0.18827959519887033,0.7654431512981199,0.41914501763857015
